"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT08","WT08_ATTRIBUTES"
"USW00093765","2001-05-01","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  222",",,W","  106",",,W","   24",",,W"," 1305",",,W"," 1508",",,W","  167",",,W","    0",",,W","  210",",,W","  220",",,W","   58",",,W","   67",",,W",,,,,,,,,,,,
"USW00093765","2001-05-02","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    3",",,W,",,,,,"  222",",,W","  117",",,W","   21",",,W"," 1611",",,W"," 1205",",,W","  172",",,W",,,"  200",",,W","  210",",,W","   54",",,W","   67",",,W",,,,,,,,,,,,
"USW00093765","2001-05-03","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  239",",,W","  117",",,W","   18",",,W"," 1453",",,W"," 1342",",,W","  178",",,W","    0",",,W","  200",",,W","  230",",,W","   54",",,W","   72",",,W",,,,,,,,,,,,
"USW00093765","2001-05-04","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    3",",,W,",,,,,"  244",",,W","  128",",,W","   29",",,W"," 1459",",,W"," 1535",",,W","  189",",,W","    0",",,W","  160",",,W","  160",",,W","   72",",,W","   80",",,W",,,,,,,,,,,,
"USW00093765","2001-05-05","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    3",",,W,",,,,,"  244",",,W","  172",",,W","   38",",,W"," 1617",",,W"," 1604",",,W","  211",",,W","    0",",,W","  200",",,W","  200",",,W","   67",",,W","   80",",,W",,,,,,,,,,,,
"USW00093765","2001-05-06","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    5",",,W,",,,,,"  222",",,W","  133",",,W","   68",",,W"," 1246",",,W"," 1721",",,W","  178",",,W","    0",",,W","   30",",,W","   50",",,W","  134",",,W","  161",",,W",,,,,,,,,,,,
"USW00093765","2001-05-07","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0","T,,W,",,,,,"  211",",,W","  128",",,W","   67",",,W"," 1123",",,W"," 0106",",,W","  172",",,W","    0",",,W","   30",",,W","   40",",,W","  107",",,W","  143",",,W",,,,,,,,,,,,
"USW00093765","2001-05-08","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  233",",,W","  133",",,W","   42",",,W"," 0934",",,W"," 1008",",,W","  183",",,W","    0",",,W","   50",",,W","   10",",,W","   80",",,W","  107",",,W",,,,,,,,,,,,
"USW00093765","2001-05-09","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  250",",,W","  100",",,W","   26",",,W"," 1243",",,W"," 1242",",,W","  178",",,W","    0",",,W","   10",",,W","   10",",,W","   80",",,W","  103",",,W",,,,,,,,,,,,
"USW00093765","2001-05-10","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  267",",,W","  111",",,W","   26",",,W"," 1408",",,W"," 1203",",,W","  189",",,W","    0",",,W","  170",",,W","   50",",,W","   63",",,W","   76",",,W",,,,,,,,,,,,
"USW00093765","2001-05-11","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    3",",,W,",,,,,"  244",",,W","  156",",,W","   46",",,W"," 1343",",,W"," 1355",",,W","  200",",,W",,,"  210",",,W","  210",",,W","   89",",,W","  107",",,W",,,,,,,,,,,,
"USW00093765","2001-05-12","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","   41",",,W,",,,,,"  239",",,W","  183",",,W","   68",",,W"," 1627",",,W"," 1626",",,W","  211",",,W",,,"  200",",,W","  210",",,W","  112",",,W","  134",",,W",,,,,,,,,,,,
"USW00093765","2001-05-13","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","   18",",,W,",,,,,"  239",",,W","  133",",,W","   42",",,W"," 1054",",,W"," 1131",",,W","  189",",,W",,,"   10",",,W","  360",",,W","   80",",,W","   98",",,W",,,,,,,,,,,,
"USW00093765","2001-05-14","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  233",",,W","  100",",,W","   24",",,W"," 1728",",,W"," 1635",",,W","  167",",,W",,,"  230",",,W","  210",",,W","   67",",,W","   94",",,W",,,,,,,,,,,,
"USW00093765","2001-05-15","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    5",",,W,",,,,,"  217",",,W","  106",",,W","   16",",,W"," 1024",",,W"," 1007",",,W","  161",",,W",,,"  340",",,W","  330",",,W","   54",",,W","   63",",,W",,,,,,,,,,,,
"USW00093765","2001-05-16","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0","T,,W,",,,,,"  222",",,W","  150",",,W","   36",",,W"," 1408",",,W"," 2227",",,W","  189",",,W","    0",",,W","   90",",,W","   50",",,W","   67",",,W","   80",",,W",,,,,,,,,,,,
"USW00093765","2001-05-17","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    8",",,W,",,,,,"  172",",,W","  139",",,W","   28",",,W"," 1117",",,W"," 1116",",,W","  156",",,W","    0",",,W","   70",",,W","   70",",,W","   54",",,W","   72",",,W",,,,,,,,,,,,
"USW00093765","2001-05-18","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  261",",,W","  156",",,W","   31",",,W"," 1409",",,W"," 1605",",,W","  211",",,W","    0",",,W","  200",",,W","  200",",,W","   72",",,W","   80",",,W",,,,,,,,,,,,
"USW00093765","2001-05-19","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  278",",,W","  217",",,W","   56",",,W"," 1603",",,W"," 1505",",,W","  250",",,W","    0",",,W","  230",",,W","  220",",,W","   89",",,W","  107",",,W",,,,,,,,,,,,
"USW00093765","2001-05-20","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  267",",,W","  206",",,W","   42",",,W"," 1124",",,W"," 1445",",,W","  239",",,W","    0",",,W","  220",",,W","  220",",,W","   89",",,W","  103",",,W",,,,,,,,,,,,
"USW00093765","2001-05-21","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  267",",,W","  217",",,W","   60",",,W"," 1402",",,W"," 1401",",,W","  244",",,W","    0",",,W","  200",",,W","  190",",,W","   89",",,W","  107",",,W",,,,,,,,,,,,
"USW00093765","2001-05-22","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  267",",,W","  228",",,W","   69",",,W"," 1403",",,W"," 1352",",,W","  250",",,W","    0",",,W","  220",",,W","  220",",,W","   98",",,W","  130",",,W",,,,,,,,,,,,
"USW00093765","2001-05-23","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","   89",",,W,",,,,,"  256",",,W","  178",",,W","   30",",,W"," 1435",",,W"," 0517",",,W","  217",",,W","    0",",,W","   30",",,W","  220",",,W","   76",",,W","   94",",,W",,,,,,,,,,,,
"USW00093765","2001-05-24","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  256",",,W","  172",",,W","   25",",,W"," 1810",",,W"," 1810",",,W","  217",",,W","    0",",,W","  150",",,W","  150",",,W","   58",",,W","   67",",,W",,,,,,,,,,,,
"USW00093765","2001-05-25","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  272",",,W","  156",",,W","   32",",,W"," 1650",",,W"," 1649",",,W","  217",",,W","    0",",,W","  180",",,W","  180",",,W","   72",",,W","   89",",,W",,,,,,,,,,,,
"USW00093765","2001-05-26","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    3",",,W,",,,,,"  272",",,W","  194",",,W","   38",",,W"," 1712",",,W"," 1845",",,W","  233",",,W","    0",",,W","  210",",,W","  180",",,W","   76",",,W","   94",",,W",,,,,,,,,,,,
"USW00093765","2001-05-27","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    3",",,W,",,,,,"  272",",,W","  150",",,W","   48",",,W"," 1815",",,W"," 1716",",,W","  211",",,W","    0",",,W","  210",",,W","  200",",,W","   98",",,W","  116",",,W",,,,,,,,,,,,
"USW00093765","2001-05-28","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","  140",",,W,",,,,,"  267",",,W","  189",",,W","   53",",,W"," 1150",",,W"," 1147",",,W","  228",",,W","    0",",,W","  320",",,W","  320",",,W","  125",",,W","  143",",,W",,,,,,,,,,,,
"USW00093765","2001-05-29","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","  244",",,W,",,,,,"  217",",,W","  172",",,W","    9",",,W"," 0714",",,W"," 0714",",,W","  194",",,W",,,"  320",",,W","  320",",,W","   80",",,W","   98",",,W",,,,,,,,,,,,
"USW00093765","2001-05-30","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    3",",,W,",,,,,"  261",",,W","  156",",,W","   41",",,W"," 1544",",,W"," 1543",",,W","  211",",,W",,,"  230",",,W","  230",",,W","   89",",,W","  103",",,W",,,,,,,,,,,,
"USW00093765","2001-05-31","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  250",",,W","  172",",,W","   35",",,W"," 1547",",,W"," 1547",",,W","  211",",,W",,,"   90",",,W","   90",",,W","   63",",,W","   80",",,W",,,,,,,,,,,,
"USW00093765","2001-06-01","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","   99",",,W,",,,,,"  272",",,W","  183",",,W","   51",",,W"," 2346",",,W"," 2345",",,W","  228",",,W",,,"  210",",,W","  210",",,W","  130",",,W","  156",",,W",,,,,,,,,,,,
"USW00093765","2001-06-02","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","  109",",,W,",,,,,"  267",",,W","  211",",,W","   57",",,W"," 0421",",,W"," 0423",",,W","  239",",,W",,,"  260",",,W","  260",",,W","  107",",,W","  130",",,W",,,,,,,,,,,,
"USW00093765","2001-06-03","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  278",",,W","  228",",,W","   61",",,W"," 1428",",,W"," 1609",",,W","  256",",,W","    0",",,W","  220",",,W","  220",",,W","   98",",,W","  125",",,W",,,,,,,,,,,,
"USW00093765","2001-06-04","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  261",",,W","  217",",,W","   37",",,W"," 1732",",,W"," 0351",",,W","  239",",,W","    0",",,W","  160",",,W","  260",",,W","   67",",,W","   89",",,W",,,,,,,,,,,,
"USW00093765","2001-06-05","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  294",",,W","  239",",,W","   58",",,W"," 1721",",,W"," 1720",",,W","  267",",,W","    0",",,W","  230",",,W","  240",",,W","   89",",,W","  103",",,W",,,,,,,,,,,,
"USW00093765","2001-06-06","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0","T,,W,",,,,,"  283",",,W","  222",",,W","   55",",,W"," 1402",",,W"," 1430",",,W","  256",",,W","    0",",,W","  220",",,W","  230",",,W","  112",",,W","  134",",,W",,,,,,,,,,,,
"USW00093765","2001-06-07","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","  104",",,W,",,,,,"  294",",,W","  228",",,W","   52",",,W"," 1727",",,W"," 1727",",,W","  261",",,W","    0",",,W","  330",",,W","  330",",,W","  179",",,W","  197",",,W",,,,,,,,,,,,
"USW00093765","2001-06-08","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","   91",",,W,",,,,,"  261",",,W","  222",",,W","   24",",,W"," 1335",",,W"," 1334",",,W","  244",",,W",,,"  240",",,W","  240",",,W","   76",",,W","   98",",,W",,,,,,,,,,,,
"USW00093765","2001-06-09","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  278",",,W","  200",",,W","   16",",,W"," 1443",",,W"," 1031",",,W","  239",",,W","    0",",,W","   60",",,W","   40",",,W","   45",",,W","   63",",,W",,,,,,,,,,,,
"USW00093765","2001-06-10","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  278",",,W","  200",",,W","    9",",,W"," 1335",",,W"," 1650",",,W","  239",",,W","    0",",,W","  180",",,W","  180",",,W","   54",",,W","   58",",,W",,,,,,,,,,,,
"USW00093765","2001-06-11","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  289",",,W","  194",",,W","   28",",,W"," 2342",",,W"," 2340",",,W","  244",",,W",,,"  220",",,W","  220",",,W","   63",",,W","   72",",,W",,,,,,,,,,,,
"USW00093765","2001-06-12","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  300",",,W","  239",",,W","   51",",,W"," 1630",",,W"," 1719",",,W","  272",",,W",,,"  220",",,W","  230",",,W","   94",",,W","  103",",,W",,,,,,,,,,,,
"USW00093765","2001-06-13","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","  338",",,W,",,,,,"  289",",,W","  222",",,W","   57",",,W"," 2129",",,W"," 2153",",,W","  256",",,W",,,"  170",",,W","  160",",,W","  112",",,W","  139",",,W",,,,,,,,,,,,
"USW00093765","2001-06-14","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","  417",",,W,",,,,,"  261",",,W","  228",",,W","   66",",,W"," 0016",",,W"," 0014",",,W","  244",",,W",,,"  160",",,W","  160",",,W","  139",",,W","  170",",,W",,,,,,,,,,,,
"USW00093765","2001-06-15","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","   61",",,W,",,,,,"  272",",,W","  233",",,W","   67",",,W"," 1137",",,W"," 1119",",,W","  256",",,W",,,"  230",",,W","  230",",,W","  103",",,W","  130",",,W",,,,,,,,,,,,
"USW00093765","2001-06-16","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  294",",,W","  228",",,W","   44",",,W"," 1555",",,W"," 0013",",,W","  261",",,W",,,"  200",",,W","  260",",,W","   72",",,W","   98",",,W",,,,,,,,,,,,
"USW00093765","2001-06-17","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  272",",,W","  200",",,W","   27",",,W"," 1027",",,W"," 1026",",,W","  239",",,W",,,"  330",",,W","  330",",,W","   72",",,W","   76",",,W",,,,,,,,,,,,
"USW00093765","2001-06-18","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  306",",,W","  189",",,W","   25",",,W"," 1022",",,W"," 1013",",,W","  250",",,W",,,"   30",",,W","   10",",,W","   63",",,W","   80",",,W",,,,,,,,,,,,
"USW00093765","2001-06-19","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  283",",,W","  206",",,W","   25",",,W"," 1541",",,W"," 1518",",,W","  244",",,W",,,"  100",",,W","  110",",,W","   54",",,W","   67",",,W",,,,,,,,,,,,
"USW00093765","2001-06-20","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  289",",,W","  189",",,W","   20",",,W"," 2032",",,W"," 1532",",,W","  239",",,W",,,"  170",",,W","  120",",,W","   45",",,W","   58",",,W",,,,,,,,,,,,
"USW00093765","2001-06-21","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  278",",,W","  211",",,W","   26",",,W"," 1822",",,W"," 1219",",,W","  244",",,W",,,"  160",",,W","  190",",,W","   58",",,W","   72",",,W",,,,,,,,,,,,
"USW00093765","2001-06-22","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0","T,,W,",,,,,"  283",",,W","  217",",,W","   45",",,W"," 1900",",,W"," 1854",",,W","  250",",,W",,,"  200",",,W","  210",",,W","   80",",,W","  103",",,W",,,,,,,,,,,,
"USW00093765","2001-06-23","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","  124",",,W,",,,,,"  278",",,W","  211",",,W","   58",",,W"," 0646",",,W"," 0645",",,W","  244",",,W",,,"  200",",,W","  200",",,W","  125",",,W","  148",",,W",,,,,,,,,,,,
"USW00093765","2001-06-24","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","   94",",,W,",,,,,"  267",",,W","  217",",,W","   26",",,W"," 0505",",,W"," 0504",",,W","  244",",,W",,,"  320",",,W","  310",",,W","   63",",,W","   72",",,W",,,,,,,,,,,,
"USW00093765","2001-06-25","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  283",",,W","  211",",,W","   36",",,W"," 1539",",,W"," 1102",",,W","  250",",,W",,,"   80",",,W","   20",",,W","   63",",,W","   76",",,W",,,,,,,,,,,,
"USW00093765","2001-06-26","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  283",",,W","  222",",,W","   25",",,W"," 1002",",,W"," 1015",",,W","  256",",,W",,,"  130",",,W","  120",",,W","   58",",,W","   67",",,W",,,,,,,,,,,,
"USW00093765","2001-06-27","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  294",",,W","  211",",,W","   25",",,W"," 1238",",,W"," 1229",",,W","  256",",,W",,,"  210",",,W","  200",",,W","   54",",,W","   63",",,W",,,,,,,,,,,,
"USW00093765","2001-06-28","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0","T,,W,",,,,,"  306",",,W","  239",",,W","   36",",,W"," 2022",",,W"," 1937",",,W","  272",",,W","    0",",,W","  250",",,W","  240",",,W","   63",",,W","   76",",,W",,,,,,,,,,,,
"USW00093765","2001-06-29","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  311",",,W","  233",",,W","   39",",,W"," 1525",",,W"," 1525",",,W","  272",",,W","    0",",,W","  230",",,W","  230",",,W","   72",",,W","   80",",,W",,,,,,,,,,,,
"USW00093765","2001-06-30","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  294",",,W","  256",",,W","   54",",,W"," 2200",",,W"," 1533",",,W","  278",",,W","    0",",,W","  230",",,W","  200",",,W","   80",",,W","   98",",,W",,,,,,,,,,,,
"USW00093765","2001-07-01","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  300",",,W","  261",",,W","   68",",,W"," 1829",",,W"," 1815",",,W","  283",",,W","    0",",,W","  230",",,W","  220",",,W","  112",",,W","  130",",,W",,,,,,,,,,,,
"USW00093765","2001-07-02","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","   81",",,W,",,,,,"  300",",,W","  217",",,W","   52",",,W"," 1104",",,W"," 1103",",,W","  261",",,W","    0",",,W","  360",",,W","   10",",,W","   94",",,W","  107",",,W",,,,,,,,,,,,
"USW00093765","2001-07-03","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  278",",,W","  206",",,W","   40",",,W"," 1220",",,W"," 1220",",,W","  244",",,W","    0",",,W","  120",",,W","  130",",,W","   76",",,W","   94",",,W",,,,,,,,,,,,
"USW00093765","2001-07-04","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","   69",",,W,",,,,,"  289",",,W","  228",",,W","   57",",,W"," 1547",",,W"," 1703",",,W","  261",",,W",,,"  200",",,W","  210",",,W","   89",",,W","  103",",,W",,,,,,,,,,,,
"USW00093765","2001-07-05","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","  472",",,W,",,,,,"  289",",,W","  211",",,W","   59",",,W"," 1705",",,W"," 1704",",,W","  250",",,W",,,"  250",",,W","  250",",,W","  165",",,W","  201",",,W",,,,,,,,,,,,
"USW00093765","2001-07-06","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","  124",",,W,",,,,,"  283",",,W","  200",",,W","   42",",,W"," 1322",",,W"," 1322",",,W","  244",",,W",,,"  150",",,W","  140",",,W","   98",",,W","  116",",,W",,,,,,,,,,,,
"USW00093765","2001-07-07","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  278",",,W","  183",",,W","   29",",,W"," 1249",",,W"," 1255",",,W","  233",",,W",,,"   20",",,W","   20",",,W","   67",",,W","   80",",,W",,,,,,,,,,,,
"USW00093765","2001-07-08","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    3",",,W,",,,,,"  272",",,W","  178",",,W","   49",",,W"," 1653",",,W"," 1540",",,W","  228",",,W",,,"  220",",,W","  230",",,W","   98",",,W","  112",",,W",,,,,,,,,,,,
"USW00093765","2001-07-09","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    8",",,W,",,,,,"  300",",,W","  228",",,W","   24",",,W"," 1306",",,W"," 1313",",,W","  267",",,W","    0",",,W","  200",",,W","  190",",,W","   58",",,W","   67",",,W",,,,,,,,,,,,
"USW00093765","2001-07-10","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  300",",,W","  239",",,W","   26",",,W"," 1336",",,W"," 1335",",,W","  272",",,W","    0",",,W","  160",",,W","  160",",,W","   58",",,W","   67",",,W",,,,,,,,,,,,
"USW00093765","2001-07-11","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0","T,,W,",,,,,"  306",",,W","  256",",,W","   45",",,W"," 1140",",,W"," 1819",",,W","  283",",,W","    0",",,W","  220",",,W","  290",",,W","   80",",,W","   98",",,W",,,,,,,,,,,,
"USW00093765","2001-07-12","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  294",",,W","  222",",,W","   34",",,W"," 1255",",,W"," 0057",",,W","  261",",,W","    0",",,W","   10",",,W","  360",",,W","   63",",,W","   76",",,W",,,,,,,,,,,,
"USW00093765","2001-07-13","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0","T,,W,",,,,,"  278",",,W","  183",",,W","   39",",,W"," 1530",",,W"," 1525",",,W","  233",",,W","    0",",,W","   10",",,W","  360",",,W","   76",",,W","   98",",,W",,,,,,,,,,,,
"USW00093765","2001-07-14","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  289",",,W","  183",",,W","   32",",,W"," 1054",",,W"," 1109",",,W","  239",",,W","    0",",,W","   50",",,W","   10",",,W","   67",",,W","  125",",,W",,,,,,,,,,,,
"USW00093765","2001-07-15","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  289",",,W","  183",",,W","   28",",,W"," 1505",",,W"," 1505",",,W","  239",",,W","    0",",,W","  210",",,W","  210",",,W","   58",",,W","   72",",,W",,,,,,,,,,,,
"USW00093765","2001-07-16","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  289",",,W","  183",",,W","   30",",,W"," 1541",",,W"," 1513",",,W","  239",",,W","    0",",,W","  200",",,W","  210",",,W","   67",",,W","   80",",,W",,,,,,,,,,,,
"USW00093765","2001-07-17","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  289",",,W","  233",",,W","   34",",,W"," 1415",",,W"," 1711",",,W","  261",",,W","    0",",,W","  180",",,W","  190",",,W","   67",",,W","   72",",,W",,,,,,,,,,,,
"USW00093765","2001-07-18","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","   18",",,W,",,,,,"  294",",,W","  211",",,W","   37",",,W"," 1537",",,W"," 1551",",,W","  256",",,W","    0",",,W","  200",",,W","  210",",,W","   76",",,W","   89",",,W",,,,,,,,,,,,
"USW00093765","2001-07-19","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","   56",",,W,",,,,,"  278",",,W","  228",",,W","   34",",,W"," 0448",",,W"," 0447",",,W","  256",",,W","    0",",,W","  290",",,W","  290",",,W","   67",",,W","   76",",,W",,,,,,,,,,,,
"USW00093765","2001-07-20","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  278",",,W","  200",",,W","   44",",,W"," 1251",",,W"," 1250",",,W","  239",",,W","    0",",,W","   30",",,W","   10",",,W","   72",",,W","   94",",,W",,,,,,,,,,,,
"USW00093765","2001-07-21","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    0",",,W,",,,,,"  283",",,W","  178",",,W","   43",",,W"," 1220",",,W"," 1158",",,W","  233",",,W","    0",",,W","   20",",,W","   20",",,W","   80",",,W","   98",",,W",,,,,,,,,,,,
"USW00093765","2001-07-22","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","    8",",,W,",,,,,"  294",",,W","  217",",,W","   31",",,W"," 1640",",,W"," 1640",",,W","  256",",,W","    0",",,W","  170",",,W","  170",",,W","   94",",,W","  107",",,W",,,,,,,,,,,,
"USW00093765","2001-07-23","34.73258","-76.65659","1.5","BEAUFORT MICHAEL J. SMITH FIELD, NC US","  117",",,W,",,,,,"  294",",,W","  239",",,W","   43",",,W"," 2330",",,W"," 2330",",,W","  267",",,W","    0",",,W","  190",",,W","  190",",,W","  107",",,W","  130",",,W",,,,,,,,,,,,
