Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP,SNOW (Inches),SNWD (Inches)
1/1/2017,,,,0,,
1/2/2017,,,,0.26,,
1/3/2017,,,,0.54,,
1/4/2017,,,,0.05,,
1/5/2017,,,,0,,
1/6/2017,,,,0.05,,
1/7/2017,,,,1.34,,
1/8/2017,,,,0.26,0.5,
1/9/2017,,,,0,0,0
1/10/2017,,,,0,0,0
1/11/2017,,,,0.06,,
1/12/2017,,,,0,0,
1/13/2017,,,,,,
1/14/2017,,,,,,
1/15/2017,,,,,,
1/16/2017,,,,,,
1/17/2017,,,,,,
1/18/2017,,,,,,
1/19/2017,,,,,,
1/20/2017,,,,,,
1/21/2017,,,,,,
1/22/2017,,,,,,
1/23/2017,,,,,,
1/24/2017,,,,,,
1/25/2017,,,,,,
1/26/2017,,,,,,
1/27/2017,,,,,,
1/28/2017,,,,,,
1/29/2017,,,,0,0,
1/30/2017,,,,0,0,
1/31/2017,,,,0,0,
2/1/2017,,,,0,0,
2/2/2017,,,,0,0,
2/3/2017,,,,0.09,,
2/4/2017,,,,0.17,,
2/5/2017,,,,0.06,,
2/6/2017,,,,0.01,,
2/7/2017,,,,0,0,
2/8/2017,,,,0.1,,
2/9/2017,,,,0.15,,
2/10/2017,,,,0.01,,
2/11/2017,,,,0,0,
2/12/2017,,,,0,0,
2/13/2017,,,,0.3,,
2/14/2017,,,,0,0,
2/15/2017,,,,0,0,
2/16/2017,,,,0.41,,
2/17/2017,,,,0,0,
2/18/2017,,,,0,0,
2/19/2017,,,,0,0,
2/20/2017,,,,0,0,
2/21/2017,,,,0,0,
2/22/2017,,,,0,0,
2/23/2017,,,,0,0,
2/24/2017,,,,0.04,,
2/25/2017,,,,0,,
2/26/2017,,,,0,0,
2/27/2017,,,,0,0,
2/28/2017,,,,0,0,
3/1/2017,,,,0,,
3/2/2017,,,,0.64,,
3/3/2017,,,,0,0,
3/4/2017,,,,0,0,
3/5/2017,,,,0,0,
3/6/2017,,,,0,0,
3/7/2017,,,,,,
3/8/2017,,,,0.02,,
3/9/2017,,,,0.01,,
3/10/2017,,,,0,0,
3/11/2017,,,,0,0,
3/12/2017,,,,0,0,
3/13/2017,,,,0.01,0,
3/14/2017,,,,0.92,,
3/15/2017,,,,0.05,,
3/16/2017,,,,0,0,
3/17/2017,,,,0,0,
3/18/2017,,,,0.17,,
3/19/2017,,,,0.73,,
3/20/2017,,,,0.1,,
3/21/2017,,,,0,0,
3/22/2017,,,,0.51,,
3/23/2017,,,,0.01,,
3/24/2017,,,,0,0,
3/25/2017,,,,0,0,
3/26/2017,,,,0,0,
3/27/2017,,,,0,0,
3/28/2017,,,,0,0,
3/29/2017,,,,0.02,,
3/30/2017,,,,0,0,
3/31/2017,,,,,,
4/1/2017,,,,0.97,,
4/2/2017,,,,0,0,
4/3/2017,,,,0,0,
4/4/2017,,,,0.06,,
4/5/2017,,,,0,0,
4/6/2017,,,,0.11,,
4/7/2017,,,,0.42,,
4/8/2017,,,,0,0,
4/9/2017,,,,0,0,
4/10/2017,,,,0,0,
4/11/2017,,,,0,0,
4/12/2017,,,,0,0,
4/13/2017,,,,0,0,
4/14/2017,,,,0,0,
4/15/2017,,,,0.02,,
4/16/2017,,,,0.1,,
4/17/2017,,,,0,0,
4/18/2017,,,,0.31,,
4/19/2017,,,,0,0,
4/20/2017,,,,0,,
4/21/2017,,,,0,,
4/22/2017,,,,0,0,
4/23/2017,,,,,,
4/24/2017,,,,,,
4/25/2017,,,,0.24,,
4/26/2017,,,,0.46,,
4/27/2017,,,,0.01,,
4/28/2017,,,,0,0,
4/29/2017,,,,0,,
4/30/2017,,,,0,0,
5/1/2017,,,,0,0,
5/2/2017,,,,0.02,,
5/3/2017,,,,0,,
5/4/2017,,,,0,0,
5/5/2017,,,,0.38,,
5/6/2017,,,,0.56,,
5/7/2017,,,,0.04,,
5/8/2017,,,,0,0,
5/9/2017,,,,0,0,
5/10/2017,,,,0,0,
5/11/2017,,,,0.15,,
5/12/2017,,,,0.28,,
5/13/2017,,,,0.54,,
5/14/2017,,,,0.02,,
5/15/2017,,,,0,0,
5/16/2017,,,,0,0,
5/17/2017,,,,0,0,
5/18/2017,,,,,,
5/19/2017,,,,,,
5/20/2017,,,,,,
5/21/2017,,,,,,
5/22/2017,,,,,,
5/23/2017,,,,,,
5/24/2017,,,,,,
5/25/2017,,,,,,
5/26/2017,,,,0.13,,
5/27/2017,,,,0,0,
5/28/2017,,,,0.33,,
5/29/2017,,,,0,,
5/30/2017,,,,0.08,,
5/31/2017,,,,0.03,,
6/1/2017,,,,0.41,,
6/2/2017,,,,0,0,
6/3/2017,,,,0,0,
6/4/2017,,,,0,0,
6/5/2017,,,,0,0,
6/6/2017,,,,0.46,,
6/7/2017,,,,0.05,,
6/8/2017,,,,0.02,,
6/9/2017,,,,0.28,,
6/10/2017,,,,0,0,
6/11/2017,,,,0,0,
6/12/2017,,,,0,0,
6/13/2017,,,,0,0,
6/14/2017,,,,0,0,
6/15/2017,,,,0,0,
6/16/2017,,,,,,
6/17/2017,,,,,,
6/18/2017,,,,,,
6/19/2017,,,,,,
6/20/2017,,,,0.86,,
6/21/2017,,,,0.9,,
6/22/2017,,,,0.06,,
6/23/2017,,,,0,,
6/24/2017,,,,0,,
6/25/2017,,,,0.69,,
6/26/2017,,,,0,0,
6/27/2017,,,,0,0,
6/28/2017,,,,0.36,,
6/29/2017,,,,0,0,
6/30/2017,,,,0,0,
7/1/2017,,,,0,0,
7/2/2017,,,,0.65,,
7/3/2017,,,,0.63,,
7/4/2017,,,,0.08,,
7/5/2017,,,,0.04,,
7/6/2017,,,,0.42,,
7/7/2017,,,,0.02,,
7/8/2017,,,,0,0,
7/9/2017,,,,1.47,,
7/10/2017,,,,0.03,,
7/11/2017,,,,0.28,,
7/12/2017,,,,0.01,,
7/13/2017,,,,,,
7/14/2017,,,,,,
7/15/2017,,,,,,
7/16/2017,,,,,,
7/17/2017,,,,,,
7/18/2017,,,,,,
7/19/2017,,,,,,
7/20/2017,,,,0,0,
7/21/2017,,,,0,0,
7/22/2017,,,,0,0,
7/23/2017,,,,0,0,
7/24/2017,,,,0.42,,
7/25/2017,,,,0,,
7/26/2017,,,,0,0,
7/27/2017,,,,0,0,
7/28/2017,,,,0,0,
7/29/2017,,,,0.62,,
7/30/2017,,,,0.2,,
7/31/2017,,,,0,0,
8/1/2017,,,,0,0,
8/2/2017,,,,0,0,
8/3/2017,,,,0,0,
8/4/2017,,,,0,0,
8/5/2017,,,,0.45,,
8/6/2017,,,,0,0,
8/7/2017,,,,0.03,,
8/8/2017,,,,1.81,,
8/9/2017,,,,0.69,,
8/10/2017,,,,0,,
8/11/2017,,,,0,,
8/12/2017,,,,0.41,,
8/13/2017,,,,0.74,,
8/14/2017,,,,0.02,,
8/15/2017,,,,2.45,,
8/16/2017,,,,0.86,,
8/17/2017,,,,0,0,
8/18/2017,,,,0,0,
8/19/2017,,,,0.08,,
8/20/2017,,,,0.04,,
8/21/2017,,,,0,0,
8/22/2017,,,,0,0,
8/23/2017,,,,0.04,,
8/24/2017,,,,0.15,,
8/25/2017,,,,0,0,
8/26/2017,,,,0,0,
8/27/2017,,,,0,0,
8/28/2017,,,,0,0,
8/29/2017,,,,1.85,,
8/30/2017,,,,0.51,,
8/31/2017,,,,0,,
9/1/2017,,,,0.01,,
9/2/2017,,,,1.61,,
9/3/2017,,,,0.2,,
9/4/2017,,,,0,0,
9/5/2017,,,,0,0,
9/6/2017,,,,0.25,,
9/7/2017,,,,0.14,,
9/8/2017,,,,0,0,
9/9/2017,,,,0,0,
9/10/2017,,,,0,0,
9/11/2017,,,,0,0,
9/12/2017,,,,0,0,
9/13/2017,,,,0.04,,
9/14/2017,,,,0,,
9/15/2017,,,,0.14,,
9/16/2017,,,,0,0,
9/17/2017,,,,0,0,
9/18/2017,,,,0,,
9/19/2017,,,,0.08,,
9/20/2017,,,,0.18,,
9/21/2017,,,,0,0,
9/22/2017,,,,0,0,
9/23/2017,,,,0,0,
9/24/2017,,,,0,0,
9/25/2017,,,,0,0,
9/26/2017,,,,0.11,,
9/27/2017,,,,0.45,,
9/28/2017,,,,0.01,,
9/29/2017,,,,0.05,,
9/30/2017,,,,0.12,,
10/1/2017,,,,0,0,
10/2/2017,,,,0.06,,
10/3/2017,,,,0,0,
10/4/2017,,,,0,0,
10/5/2017,,,,0,0,
10/6/2017,,,,0,0,
10/7/2017,,,,0,0,
10/8/2017,,,,0,0,
10/9/2017,,,,0,,
10/10/2017,,,,0.03,,
10/11/2017,,,,0.12,,
10/12/2017,,,,0.53,,
10/13/2017,,,,0.06,,
10/14/2017,,,,0.26,,
10/15/2017,,,,0.07,,
10/16/2017,,,,0,,
10/17/2017,,,,0.09,,
10/18/2017,,,,0,0,
10/19/2017,,,,0,0,
10/20/2017,,,,0,0,
10/21/2017,,,,0,0,
10/22/2017,,,,0,0,
10/23/2017,,,,0,0,
10/24/2017,,,,0.01,,
10/25/2017,,,,0.02,,
10/26/2017,,,,0.01,,
10/27/2017,,,,0,0,
10/28/2017,,,,0,0,
10/29/2017,,,,0.04,,
10/30/2017,,,,0.93,,
10/31/2017,,,,0,0,
11/1/2017,,,,0,0,
11/2/2017,,,,0,0,
11/3/2017,,,,0,,
11/4/2017,,,,0,0,
11/5/2017,,,,0,0,
11/6/2017,,,,0,0,
11/7/2017,,,,0,,
11/8/2017,,,,0.3,,
11/9/2017,,,,0.59,,
11/10/2017,,,,0.12,,
11/11/2017,,,,0,0,
11/12/2017,,,,0,0,
11/13/2017,,,,0.01,,
11/14/2017,,,,0.41,,
11/15/2017,,,,0,0,
11/16/2017,,,,0,,
11/17/2017,,,,0,0,
11/18/2017,,,,0,0,
11/19/2017,,,,0,,
11/20/2017,,,,0.06,,
11/21/2017,,,,0,0,
11/22/2017,,,,1.56,,
11/23/2017,,,,0.02,,
11/24/2017,,,,0,0,
11/25/2017,,,,0,0,
11/26/2017,,,,0,0,
11/27/2017,,,,0,0,
11/28/2017,,,,0,0,
11/29/2017,,,,0,0,
11/30/2017,,,,0,0,
12/1/2017,,,,0,0,
12/2/2017,,,,0,0,
12/3/2017,,,,0.02,,
12/4/2017,,,,0,0,
12/5/2017,,,,0,0,
12/6/2017,,,,0.12,,
12/7/2017,,,,,,
12/8/2017,,,,,,
12/9/2017,,,,,,
12/10/2017,,,,,,
12/11/2017,,,,,,
12/12/2017,,,,0,0,
12/13/2017,,,,0,0,
12/14/2017,,,,0,0,
12/15/2017,,,,0,0,
12/16/2017,,,,0,0,
12/17/2017,,,,0,0,
12/18/2017,,,,0.03,,
12/19/2017,,,,0,,
12/20/2017,,,,0.02,,
12/21/2017,,,,0.19,,
12/22/2017,,,,0,,
12/23/2017,,,,0.04,,
12/24/2017,,,,0.04,,
12/25/2017,,,,1.06,,
12/26/2017,,,,0,0,
12/27/2017,,,,0,,
12/28/2017,,,,0.38,,
12/29/2017,,,,0,0,
12/30/2017,,,,0,0,
12/31/2017,,,,0,0,
1/1/2018,,,,0,0,
1/2/2018,,,,0,0,
1/3/2018,,,,0,0,
1/4/2018,,,,,,
1/5/2018,,,,,,4.5
1/6/2018,,,,0,0,
1/7/2018,,,,0,0,
1/8/2018,,,,0,0,
1/9/2018,,,,0,0,
1/10/2018,,,,0,0,
1/11/2018,,,,0,0,
1/12/2018,,,,0,,
1/13/2018,,,,1.48,,
1/14/2018,,,,0,0,
1/15/2018,,,,0,0,
1/16/2018,,,,0.02,,
1/17/2018,,,,0,0,
1/18/2018,,,,0.31,8.3,
1/19/2018,,,,0,0,
1/20/2018,,,,0,0,
1/21/2018,,,,0,0,
1/22/2018,,,,0,0,
1/23/2018,,,,0,,
1/24/2018,,,,0.09,,
1/25/2018,,,,0,0,
1/26/2018,,,,0,0,
1/27/2018,,,,0,0,
1/28/2018,,,,0.02,,
1/29/2018,,,,1.39,,
1/30/2018,,,,0.52,,
1/31/2018,,,,0.02,0,
2/1/2018,,,,0,0,
2/2/2018,,,,0.07,,
2/3/2018,,,,0.06,,
2/4/2018,,,,0,0,
2/5/2018,,,,0.22,,
2/6/2018,,,,0,0,
2/7/2018,,,,0,0,
2/8/2018,,,,0.02,,
2/9/2018,,,,0,,
2/10/2018,,,,0,0,
2/11/2018,,,,0.06,,
2/12/2018,,,,0.62,,
2/13/2018,,,,0.17,,
2/14/2018,,,,0.22,,
2/15/2018,,,,0.01,,
2/16/2018,,,,0,0,
2/17/2018,,,,0.08,,
2/18/2018,,,,0.06,,
2/19/2018,,,,0,0,
2/20/2018,,,,0.02,,
2/21/2018,,,,0.01,,
2/22/2018,,,,0,,
2/23/2018,,,,0,0,
2/24/2018,,,,0,0,
2/25/2018,,,,0,0,
2/26/2018,,,,0.03,,
2/27/2018,,,,0.06,,
2/28/2018,,,,0,0,
3/1/2018,,,,0.19,,
3/2/2018,,,,0.49,,
3/3/2018,,,,0,0,
3/4/2018,,,,0,0,
3/5/2018,,,,0,0,
3/6/2018,,,,0,0,
3/7/2018,,,,0.66,,
3/8/2018,,,,0,,
3/9/2018,,,,0,0,
3/10/2018,,,,0,0,
3/11/2018,,,,0,,
3/12/2018,,,,0.18,,
3/13/2018,,,,1.64,1,0
3/14/2018,,,,0,0,
3/15/2018,,,,0,,
3/16/2018,,,,0,0,
3/17/2018,,,,0,0,
3/18/2018,,,,0.43,,
3/19/2018,,,,0.13,,
3/20/2018,,,,0.05,,
3/21/2018,,,,0.88,,
3/22/2018,,,,0.02,,
3/23/2018,,,,0,,
3/24/2018,,,,0,0,
3/25/2018,,,,0.42,,
3/26/2018,,,,0.01,,
3/27/2018,,,,0,0,
3/28/2018,,,,0,0,
3/29/2018,,,,0,0,
3/30/2018,,,,0,0,
3/31/2018,,,,0,0,
4/1/2018,,,,0,0,
4/2/2018,,,,0,0,
4/3/2018,,,,0,0,
4/4/2018,,,,0,0,
4/5/2018,,,,0.17,,
4/6/2018,,,,0,0,
4/7/2018,,,,0,0,
4/8/2018,,,,1.68,,
4/9/2018,,,,0.02,,
4/10/2018,,,,0.35,,
4/11/2018,,,,0.02,,
4/12/2018,,,,0,0,
4/13/2018,,,,0,0,
4/14/2018,,,,0,0,
4/15/2018,,,,0,0,
4/16/2018,,,,0.85,,
4/17/2018,,,,0,,
4/18/2018,,,,0,0,
4/19/2018,,,,0,0,
4/20/2018,,,,0,0,
4/21/2018,,,,0,0,
4/22/2018,,,,0,0,
4/23/2018,,,,0,0,
4/24/2018,,,,0.02,,
4/25/2018,,,,0.69,,
4/26/2018,,,,0.33,,
4/27/2018,,,,0.01,,
4/28/2018,,,,0,0,
4/29/2018,,,,0,0,
4/30/2018,,,,,,
5/1/2018,,,,,,
5/2/2018,,,,,,
5/3/2018,,,,,,
5/4/2018,,,,,,
5/5/2018,,,,,,
5/6/2018,,,,0.82,,
5/7/2018,,,,0.75,,
5/8/2018,,,,0.01,,
5/9/2018,,,,0.01,,
5/10/2018,,,,,,
5/11/2018,,,,,,
5/12/2018,,,,,,
5/13/2018,,,,,,
5/14/2018,,,,,,
5/15/2018,,,,,,
5/16/2018,,,,,,
5/17/2018,,,,,,
5/18/2018,,,,,,
5/19/2018,,,,,,
5/20/2018,,,,,,
5/21/2018,,,,,,
5/22/2018,,,,,,
5/23/2018,,,,,,
5/24/2018,,,,,,
5/25/2018,,,,,,
5/26/2018,,,,,,
5/27/2018,,,,,,
5/28/2018,,,,,,
5/29/2018,,,,,,
5/30/2018,,,,,,
5/31/2018,,,,,,
6/1/2018,,,,,,
6/2/2018,,,,0,0,
6/3/2018,,,,0.67,,
6/4/2018,,,,0.01,,
6/5/2018,,,,0,0,
6/6/2018,,,,0,0,
6/7/2018,,,,0,0,
6/8/2018,,,,0,0,
6/9/2018,,,,0,0,
6/10/2018,,,,0,0,
6/11/2018,,,,0,,
6/12/2018,,,,0.01,,
6/13/2018,,,,0.03,,
6/14/2018,,,,,,
6/15/2018,,,,,,
6/16/2018,,,,,,
6/17/2018,,,,0,0,
6/18/2018,,,,0,0,
6/19/2018,,,,0,0,
6/20/2018,,,,0,0,
6/21/2018,,,,1.23,,
6/22/2018,,,,0.26,,
6/23/2018,,,,0,0,
6/24/2018,,,,0.25,,
6/25/2018,,,,0.1,,
6/26/2018,,,,0,,
6/27/2018,,,,0,0,
6/28/2018,,,,0,0,
6/29/2018,,,,0.03,,
6/30/2018,,,,0,0,
7/1/2018,,,,0,0,
7/2/2018,,,,0,0,
7/3/2018,,,,0,0,
7/4/2018,,,,0,0,
7/5/2018,,,,0,,
7/6/2018,,,,0,,
7/7/2018,,,,0,0,
7/8/2018,,,,0,,
7/9/2018,,,,0.02,,
7/10/2018,,,,0,0,
7/11/2018,,,,0,0,
7/12/2018,,,,0.8,,
7/13/2018,,,,0,,
7/14/2018,,,,0,0,
7/15/2018,,,,0,0,
7/16/2018,,,,0,0,
7/17/2018,,,,0,0,
7/18/2018,,,,0.47,,
7/19/2018,,,,0,0,
7/20/2018,,,,0,0,
7/21/2018,,,,2.79,,
7/22/2018,,,,1.09,,
7/23/2018,,,,0.28,,
7/24/2018,,,,1.62,,
7/25/2018,,,,1.29,,
7/26/2018,,,,0.6,,
7/27/2018,,,,0.01,,
7/28/2018,,,,0.03,,
7/29/2018,,,,0.47,,
7/30/2018,,,,0.75,,
7/31/2018,,,,0.32,,
8/1/2018,,,,0.03,,
8/2/2018,,,,0,,
8/3/2018,,,,0,,
8/4/2018,,,,0,,
8/5/2018,,,,0.07,,
8/6/2018,,,,0,0,
8/7/2018,,,,0,0,
8/8/2018,,,,0.81,,
8/9/2018,,,,0,0,
8/10/2018,,,,0,0,
8/11/2018,,,,0,0,
8/12/2018,,,,0.14,,
8/13/2018,,,,0.54,,
8/14/2018,,,,0.01,,
8/15/2018,,,,0.07,,
8/16/2018,,,,0.07,,
8/17/2018,,,,0.01,,
8/18/2018,,,,0,,
8/19/2018,,,,0.55,,
8/20/2018,,,,0.12,,
8/21/2018,,,,0.23,,
8/22/2018,,,,0.05,,
8/23/2018,,,,0.11,,
8/24/2018,,,,0,0,
8/25/2018,,,,0,0,
8/26/2018,,,,0,0,
8/27/2018,,,,0,0,
8/28/2018,,,,0,0,
8/29/2018,,,,0,0,
8/30/2018,,,,0,0,
8/31/2018,,,,,,
9/1/2018,,,,,,
9/2/2018,,,,,,
9/3/2018,,,,,,
9/4/2018,,,,0,0,
9/5/2018,,,,0,0,
9/6/2018,,,,0,0,
9/7/2018,,,,0,0,
9/8/2018,,,,0,0,
9/9/2018,,,,0.07,,
9/10/2018,,,,0.38,,
9/11/2018,,,,0.35,,
9/12/2018,,,,0.17,,
9/13/2018,,,,0,,
9/14/2018,,,,1.55,,
9/15/2018,,,,0.5,,
9/16/2018,,,,0.08,,
9/17/2018,,,,0.19,,
9/18/2018,,,,0,0,
9/19/2018,,,,0.32,,
9/20/2018,,,,0,0,
9/21/2018,,,,0,0,
9/22/2018,,,,0,0,
9/23/2018,,,,0.01,,
9/24/2018,,,,0,,
9/25/2018,,,,0,,
9/26/2018,,,,0.23,,
9/27/2018,,,,0,0,
9/28/2018,,,,0,,
9/29/2018,,,,0.54,,
9/30/2018,,,,0,0,
10/1/2018,,,,0,0,
10/2/2018,,,,0,0,
10/3/2018,,,,0,0,
10/4/2018,,,,0,0,
10/5/2018,,,,0,0,
10/6/2018,,,,0,0,
10/7/2018,,,,0,,
10/8/2018,,,,0,0,
10/9/2018,,,,0,0,
10/10/2018,,,,0.09,,
10/11/2018,,,,0.13,,
10/12/2018,,,,0.04,,
10/13/2018,,,,0,0,
10/14/2018,,,,0,0,
10/15/2018,,,,0,,
10/16/2018,,,,0.02,,
10/17/2018,,,,0,,
10/18/2018,,,,0.09,,
10/19/2018,,,,0,0,
10/20/2018,,,,0.02,,
10/21/2018,,,,0.08,,
10/22/2018,,,,0,0,
10/23/2018,,,,0,0,
10/24/2018,,,,0,0,
10/25/2018,,,,0,0,
10/26/2018,,,,0,0,
10/27/2018,,,,1.49,,
10/28/2018,,,,0.01,,
10/29/2018,,,,0,0,
10/30/2018,,,,0,0,
10/31/2018,,,,0,0,
11/1/2018,,,,0,0,
11/2/2018,,,,,,
11/3/2018,,,,,,
11/4/2018,,,,,,
11/5/2018,,,,,,
11/6/2018,,,,,,
11/7/2018,,,,,,
11/8/2018,,,,,,
11/9/2018,,,,,,
11/10/2018,,,,0.04,,
11/11/2018,,,,0.03,,
11/12/2018,,,,0,0,
11/13/2018,,,,0.9,,
11/14/2018,,,,0.01,,
11/15/2018,,,,0.19,,
11/16/2018,,,,0.98,,
11/17/2018,,,,0,0,
11/18/2018,,,,0,0,
11/19/2018,,,,0.01,,
11/20/2018,,,,0.13,,
11/21/2018,,,,0,0,
11/22/2018,,,,0,0,
11/23/2018,,,,0,0,
11/24/2018,,,,0,0,
11/25/2018,,,,0.33,,
11/26/2018,,,,0,,
11/27/2018,,,,0.19,,
11/28/2018,,,,0,0,
11/29/2018,,,,,,
11/30/2018,,,,,,
12/1/2018,,,,,,
12/2/2018,,,,,,
12/3/2018,,,,,,
12/4/2018,,,,,,
12/5/2018,,,,,,
12/6/2018,,,,,,
12/7/2018,,,,,,
12/8/2018,,,,,,
12/9/2018,,,,,,
12/10/2018,,,,,,
12/11/2018,,,,,,
12/12/2018,,,,,,
12/13/2018,,,,,,
12/14/2018,,,,,,
12/15/2018,,,,1.79,,
12/16/2018,,,,0.35,,
12/17/2018,,,,0,0,
12/18/2018,,,,0,0,
12/19/2018,,,,0,0,
12/20/2018,,,,0.1,,
12/21/2018,,,,1.6,,
12/22/2018,,,,0.63,,
12/23/2018,,,,0,0,
12/24/2018,,,,0,0,
12/25/2018,,,,0,0,
12/26/2018,,,,0,0,
12/27/2018,,,,0,0,
12/28/2018,,,,0.01,,
12/29/2018,,,,0.53,,
12/30/2018,,,,0,0,
12/31/2018,,,,0.03,,
1/1/2019,,,,0.01,,
1/2/2019,,,,0,0,
1/3/2019,,,,0,,
1/4/2019,,,,0.04,,
1/5/2019,,,,0.72,,
1/6/2019,,,,0,0,
1/7/2019,,,,0,0,
1/8/2019,,,,0,,
1/9/2019,,,,0,0,
1/10/2019,,,,0,0,
1/11/2019,,,,0,0,
1/12/2019,,,,0,0,
1/13/2019,,,,0.44,,
1/14/2019,,,,0.54,,
1/15/2019,,,,0,,
1/16/2019,,,,0,0,
1/17/2019,,,,0,0,
1/18/2019,,,,0.02,,
1/19/2019,,,,0,0,
1/20/2019,,,,0.17,,
1/21/2019,,,,0.28,,
1/22/2019,,,,0,0,
1/23/2019,,,,0,0,
1/24/2019,,,,0.01,,
1/25/2019,,,,1.2,,
1/26/2019,,,,0,0,
1/27/2019,,,,0,0,
1/28/2019,,,,0.01,,
1/29/2019,,,,0.01,0,
1/30/2019,,,,0.01,,
1/31/2019,,,,0,0,
2/1/2019,,,,0,0,
2/2/2019,,,,0,0,
2/3/2019,,,,0,0,
2/4/2019,,,,1.3,,
2/5/2019,,,,0.2,,
2/6/2019,,,,0,0,
2/7/2019,,,,0,,
2/8/2019,,,,0,,
2/9/2019,,,,0,0,
2/10/2019,,,,0,0,
2/11/2019,,,,0.01,,
2/12/2019,,,,0.61,,
2/13/2019,,,,0.02,,
2/14/2019,,,,0,0,
2/15/2019,,,,0,0,
2/16/2019,,,,0.01,,
2/17/2019,,,,0.12,,
2/18/2019,,,,0.32,,
2/19/2019,,,,0,0,
2/20/2019,,,,0.15,,
2/21/2019,,,,0.13,,
2/22/2019,,,,0,,
2/23/2019,,,,0.47,,
2/24/2019,,,,0.4,,
2/25/2019,,,,0.01,,
2/26/2019,,,,0,0,
2/27/2019,,,,0,0,
2/28/2019,,,,0,,
3/1/2019,,,,0.04,,
3/2/2019,,,,0.22,,
3/3/2019,,,,0,0,
3/4/2019,,,,0.52,,
3/5/2019,,,,0,0,
3/6/2019,,,,0,,
3/7/2019,,,,0,0,
3/8/2019,,,,0,0,
3/9/2019,,,,0,,
3/10/2019,,,,0,0,
3/11/2019,,,,0.02,,
3/12/2019,,,,0,0,
3/13/2019,,,,0,0,
3/14/2019,,,,0,0,
3/15/2019,,,,0,0,
3/16/2019,,,,0,0,
3/17/2019,,,,0,0,
3/18/2019,,,,0,0,
3/19/2019,,,,0,0,
3/20/2019,,,,0,0,
3/21/2019,,,,0.42,,
3/22/2019,,,,0.12,,
3/23/2019,,,,0,,
3/24/2019,,,,0,0,
3/25/2019,,,,0,0,
3/26/2019,,,,0.67,,
3/27/2019,,,,0.03,,
3/28/2019,,,,0,0,
3/29/2019,,,,0,0,
3/30/2019,,,,0,0,
3/31/2019,,,,0,0,
4/1/2019,,,,0.13,,
4/2/2019,,,,0,0,
4/3/2019,,,,1.41,,
4/4/2019,,,,0,0,
4/5/2019,,,,0,0,
4/6/2019,,,,0.04,,
4/7/2019,,,,0,0,
4/8/2019,,,,0,0,
4/9/2019,,,,0.51,,
4/10/2019,,,,0.01,,
4/11/2019,,,,0,0,
4/12/2019,,,,0,0,
4/13/2019,,,,0,0,
4/14/2019,,,,0.54,,
4/15/2019,,,,0.64,,
4/16/2019,,,,0,0,
4/17/2019,,,,0,0,
4/18/2019,,,,0,0,
4/19/2019,,,,0,0,
4/20/2019,,,,,,
4/21/2019,,,,,,
4/22/2019,,,,,,
4/23/2019,,,,0,0,
4/24/2019,,,,0,0,
4/25/2019,,,,0,0,
4/26/2019,,,,0,0,
4/27/2019,,,,0.49,,
